chr19	3120000	3280000
chr19	3320000	3560000
chr19	3600000	3960000
chr19	4000000	4440000
chr19	4480000	5040000
chr19	5080000	5440000
chr19	5480000	6400000
chr19	6440000	6680000
chr19	6920000	7000000
chr19	7120000	7560000
chr19	7600000	8800000
chr19	8840000	9240000
chr19	9280000	9360000
chr19	9400000	9440000
chr19	9720000	9760000
chr19	9800000	9920000
chr19	9960000	10320000
chr19	10360000	11080000
chr19	11120000	12080000
chr19	12120000	14000000
chr19	14040000	16040000
chr19	16120000	17120000
chr19	17560000	17600000
chr19	18720000	18800000
chr19	19040000	19080000
chr19	19120000	19160000
chr19	20480000	21640000
chr19	21680000	21800000
chr19	21840000	22400000
chr19	22440000	22960000
chr19	23000000	24200000
chr19	24240000	24360000
chr19	24400000	25000000
chr19	25040000	25760000
chr19	25920000	25960000
chr19	26080000	26120000
chr19	26960000	27000000
chr19	27120000	27160000
chr19	28080000	28120000
chr19	28160000	28840000
chr19	28880000	29600000
chr19	29640000	30280000
chr19	30320000	30640000
chr19	30800000	30840000
chr19	30880000	30920000
chr19	31040000	31080000
chr19	31560000	31600000
chr19	31920000	31960000
chr19	32120000	32160000
chr19	32200000	32560000
chr19	32600000	33440000
chr19	33480000	34880000
chr19	34920000	35040000
chr19	35080000	36160000
chr19	36200000	36880000
chr19	36920000	37600000
chr19	37640000	39000000
chr19	39040000	40360000
chr19	40400000	40800000
chr19	40840000	41880000
chr19	41920000	42240000
chr19	42280000	43560000
chr19	43600000	44160000
chr19	44200000	44640000
chr19	44680000	45120000
chr19	45160000	45840000
chr19	45880000	46120000
chr19	46160000	46600000
chr19	46640000	47240000
chr19	47280000	47960000
chr19	48840000	48880000
chr19	49080000	49120000
chr19	51160000	51200000
chr19	52240000	53080000
chr19	53120000	53440000
chr19	53480000	53840000
chr19	53880000	53920000
chr19	54040000	55280000
chr19	55320000	55400000
chr19	55440000	56280000
chr19	56440000	57160000
chr19	57280000	57360000
chr19	57480000	57760000
chr19	57800000	58840000
chr19	60400000	60440000
chr19	60920000	61360000
