chr17	3120000	3560000
chr17	3600000	3880000
chr17	4200000	4240000
chr17	4600000	4640000
chr17	4960000	5000000
chr17	5040000	5240000
chr17	5280000	5320000
chr17	5360000	5400000
chr17	5440000	6080000
chr17	6120000	6240000
chr17	6920000	7080000
chr17	7360000	7480000
chr17	7680000	8040000
chr17	8080000	8120000
chr17	8400000	8680000
chr17	8720000	8760000
chr17	8960000	9000000
chr17	9200000	13040000
chr17	13080000	13240000
chr17	13480000	13720000
chr17	13840000	14120000
chr17	14160000	14200000
chr17	14240000	15080000
chr17	15240000	15680000
chr17	15720000	17200000
chr17	17360000	17880000
chr17	17920000	18800000
chr17	19640000	19680000
chr17	20480000	21280000
chr17	21400000	21840000
chr17	21880000	22200000
chr17	22240000	22320000
chr17	22520000	23040000
chr17	23320000	23680000
chr17	23720000	23880000
chr17	23920000	24000000
chr17	24040000	24600000
chr17	24640000	24840000
chr17	24880000	25240000
chr17	25360000	25400000
chr17	25440000	25960000
chr17	26000000	26400000
chr17	26440000	27040000
chr17	27080000	27280000
chr17	27320000	27680000
chr17	27720000	28480000
chr17	28520000	29160000
chr17	29200000	29400000
chr17	29440000	29680000
chr17	29720000	31280000
chr17	31400000	31440000
chr17	31480000	32640000
chr17	32680000	34080000
chr17	34120000	35080000
chr17	35120000	35400000
chr17	35440000	35560000
chr17	35680000	36280000
chr17	36400000	36840000
chr17	36960000	37400000
chr17	37440000	38760000
chr17	38920000	38960000
chr17	39240000	39280000
chr17	40360000	40960000
chr17	41000000	41080000
chr17	41280000	41320000
chr17	41440000	41480000
chr17	42560000	42600000
chr17	42960000	43080000
chr17	43120000	43800000
chr17	43840000	45520000
chr17	45560000	45840000
chr17	45880000	46320000
chr17	46360000	46920000
chr17	46960000	47040000
chr17	47080000	47600000
chr17	47640000	47880000
chr17	47920000	48240000
chr17	48280000	48560000
chr17	48680000	48720000
chr17	48760000	48800000
chr17	49120000	49200000
chr17	49320000	49360000
chr17	50440000	52640000
chr17	52680000	53600000
chr17	53640000	53840000
chr17	53880000	56080000
chr17	56120000	56200000
chr17	56240000	56400000
chr17	56440000	56880000
chr17	56920000	57160000
chr17	57200000	57480000
chr17	57520000	57840000
chr17	60080000	60120000
chr17	61040000	61080000
chr17	63120000	63160000
chr17	63520000	63560000
chr17	63680000	65920000
chr17	65960000	66880000
chr17	66920000	68040000
chr17	68160000	68200000
chr17	69560000	69720000
chr17	69760000	69800000
chr17	69840000	71040000
chr17	71080000	71360000
chr17	71400000	71880000
chr17	71920000	72240000
chr17	72520000	72560000
chr17	74360000	74400000
chr17	74600000	74720000
chr17	74760000	74920000
chr17	74960000	75160000
chr17	75200000	75440000
chr17	75800000	75960000
chr17	77240000	77280000
chr17	77640000	77680000
chr17	77720000	77760000
chr17	78600000	78640000
chr17	79040000	79120000
chr17	79240000	80040000
chr17	80080000	80600000
chr17	80640000	81480000
chr17	81520000	83400000
chr17	83440000	84280000
chr17	84320000	84880000
chr17	84920000	87680000
chr17	87720000	88000000
chr17	88040000	88400000
chr17	88440000	89040000
chr17	89080000	91000000
chr17	91040000	91600000
chr17	91640000	91680000
chr17	91920000	91960000
chr17	93080000	93120000
chr17	93280000	93320000
chr17	93520000	95280000
