chr18	3040000	4640000
chr18	4760000	4920000
chr18	4960000	5040000
chr18	5080000	6040000
chr18	6080000	6600000
chr18	6640000	7840000
chr18	7880000	7920000
chr18	7960000	9280000
chr18	9320000	9440000
chr18	9800000	9880000
chr18	10000000	10040000
chr18	10080000	10280000
chr18	10440000	10520000
chr18	10560000	10840000
chr18	10880000	11640000
chr18	12320000	12920000
chr18	12960000	13080000
chr18	13200000	14760000
chr18	14800000	14920000
chr18	14960000	15440000
chr18	15480000	15520000
chr18	15560000	15600000
chr18	15800000	15880000
chr18	16160000	16360000
chr18	16600000	16680000
chr18	16800000	16840000
chr18	17160000	17200000
chr18	17320000	17360000
chr18	17480000	17520000
chr18	17680000	17760000
chr18	17920000	17960000
chr18	18920000	18960000
chr18	19080000	19760000
chr18	19880000	19920000
chr18	19960000	20000000
chr18	20120000	20760000
chr18	20800000	21160000
chr18	21200000	22000000
chr18	22040000	22160000
chr18	22200000	22480000
chr18	22520000	22560000
chr18	22920000	22960000
chr18	23120000	24080000
chr18	24120000	24800000
chr18	24840000	25320000
chr18	25360000	25720000
chr18	25760000	30440000
chr18	30480000	31800000
chr18	31840000	31960000
chr18	32000000	32600000
chr18	32640000	33960000
chr18	34000000	34600000
chr18	34640000	35080000
chr18	35120000	35720000
chr18	35760000	36080000
chr18	36120000	36960000
chr18	37000000	37440000
chr18	37480000	38120000
chr18	38160000	39280000
chr18	39320000	40360000
chr18	40400000	42400000
chr18	42440000	42760000
chr18	42800000	43160000
chr18	43400000	43480000
chr18	43520000	45040000
chr18	45080000	46320000
chr18	46360000	47120000
chr18	47160000	49840000
chr18	49960000	50280000
chr18	50320000	51320000
chr18	51720000	51760000
chr18	51800000	51840000
chr18	52040000	52120000
chr18	52320000	52360000
chr18	52480000	52520000
chr18	52720000	52800000
chr18	52840000	53080000
chr18	53120000	53640000
chr18	53680000	53720000
chr18	53840000	53880000
chr18	54040000	54120000
chr18	54160000	56520000
chr18	56560000	57560000
chr18	57600000	57640000
chr18	58080000	58120000
chr18	59200000	59240000
chr18	60680000	60960000
chr18	61000000	61680000
chr18	61720000	61920000
chr18	61960000	63840000
chr18	63880000	64680000
chr18	64720000	66080000
chr18	66120000	67440000
chr18	67480000	68480000
chr18	68520000	70000000
chr18	70040000	70600000
chr18	70640000	70800000
chr18	70840000	71400000
chr18	71440000	71480000
chr18	72640000	72680000
chr18	73440000	73800000
chr18	73840000	74040000
chr18	74080000	74120000
chr18	74240000	74280000
chr18	74400000	74600000
chr18	74720000	74800000
chr18	74920000	75160000
chr18	75200000	76520000
chr18	76800000	77280000
chr18	77320000	77400000
chr18	77440000	78000000
chr18	78080000	80400000
chr18	80440000	80640000
chr18	80760000	82160000
chr18	82280000	82320000
chr18	82520000	82560000
chr18	82840000	82880000
chr18	82920000	83160000
chr18	83200000	84760000
chr18	84800000	85160000
chr18	85200000	85920000
chr18	88600000	88640000
chr18	88800000	88840000
chr18	88920000	90800000
